Payer,Policy Category,Policy Type,Code,Code Description,Service Type,Policy or Diagnosis detail,Source,Policy,Annual Claim Paid
United Healthcare,Clinical,NCCI,83519,Immunoassay Analyte Quant Radioimmunoassay,GA,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,461,894"
United Healthcare,Clinical,NCCI,74019,Radiologic Exam Abdomen 2 Views,TC,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,769,816"
United Healthcare,Clinical,NCCI,93280,Program Eval Implantable In Persn Dual Ld Pacer,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,402,658"
United Healthcare,Clinical,NCCI,84520,Assay Of Urea Nitrogen Quantitative,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,174,334"
United Healthcare,Clinical,NCCI,84520,Assay Of Urea Nitrogen Quantitative,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,112,168"
United Healthcare,Clinical,NCCI,84520,Assay Of Urea Nitrogen Quantitative,90,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,792,108"
United Healthcare,Clinical,NCCI,96116,NEUROBEHAVIORAL STATUS XM PHYS/QHP 1ST HOUR,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,376,252"
United Healthcare,Clinical,NCCI,93291,INTERROG DEV EVAL SCRMS PHYS/QHP IN PERSON,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,770,032"
United Healthcare,Clinical,NCCI,85041,Blood Count Red Blood Cell Automated,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,959,233"
United Healthcare,Clinical,NCCI,82384,Catecholamines Fractionated,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,481,616"
United Healthcare,Clinical,NCCI,90832,Psychotherapy W/Patient 30 Minutes,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,631,956"
United Healthcare,Clinical,NCCI,51701,Insj Non-Ndwellg Bladder Catheter,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,201,175"
United Healthcare,Clinical,NCCI,88184,Flow Cytometry Cell Surf Marker Techl Only 1St,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,523,631"
United Healthcare,Clinical,NCCI,93971,Dup-Scan Xtr Veins Unilateral/Limited Study,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,011,780"
United Healthcare,Clinical,NCCI,93922,Non-Invas Physiologic Std Extremity Art 2 Level,TC,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,231,058"
United Healthcare,Clinical,NCCI,85025,Blood Count Complete Auto&Auto Difrntl Wbc,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,165,776"
United Healthcare,Clinical,NCCI,95972,ELEC ALYS IMPLT NPGT CPLX SP/PN PRGRMG,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,424,684"
United Healthcare,Clinical,NCCI,82040,Albumin Serum Plasma/Whole Blood,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,576,573"
United Healthcare,Clinical,NCCI,82040,Albumin Serum Plasma/Whole Blood,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,237,543"
United Healthcare,Clinical,NCCI,99347,HOME/RES VISIT EST PATIENT SF MDM 20 MINUTES,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,029,458"
United Healthcare,Clinical,NCCI,11311,Shvg Skin Lesion 1 F/E/E/N/L/M Diam 0.6-1.0 Cm,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,687,992"
United Healthcare,Clinical,NCCI,34713,Perq Access & Closure Fem Art For Delivery Ndgft,50,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,594,734"
United Healthcare,Clinical,NCCI,G0179,Md recertification hha pt,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,311,660"
United Healthcare,Clinical,NCCI,84132,Potassium Serum Plasma/Whole Blood,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,298,183"
United Healthcare,Clinical,NCCI,84132,Potassium Serum Plasma/Whole Blood,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,260,212"
United Healthcare,Clinical,NCCI,87625,Iadna Human Papillomavirus Types 16 & 18 Only,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,135,571"
United Healthcare,Clinical,NCCI,11901,Injection Intralesional >7 Lesions,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,501,612"
United Healthcare,Clinical,NCCI,84155,Protein Xcpt Refractometry Serum Plasma/Whl Bld,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,744,152"
United Healthcare,Clinical,NCCI,84155,Protein Xcpt Refractometry Serum Plasma/Whl Bld,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,626,606"
United Healthcare,Clinical,NCCI,84155,Protein Xcpt Refractometry Serum Plasma/Whl Bld,Q4,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,264,388"
United Healthcare,Clinical,NCCI,88104,Cytp Flu Washgs/Brushings Xcpt C/V Smrs Interpj,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,766,987"
United Healthcare,Clinical,NCCI,87511,Iadna Gardnerella Vaginalis Amplified Probe Tq,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,391,758"
United Healthcare,Clinical,NCCI,87811,IAADIADOO SEVERE AQT RESPIR SYND CORONAVIRUS,QW,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,930,447"
United Healthcare,Clinical,NCCI,12011,Simple Repair F/E/E/N/L/M 2.5Cm/<,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,050,597"
United Healthcare,Clinical,NCCI,93321,Dop Echocard Pulse Wave W/Spectral F-Up/Lmtd Std,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,537,815"
United Healthcare,Clinical,NCCI,93321,Dop Echocard Pulse Wave W/Spectral F-Up/Lmtd Std,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,868,291"
United Healthcare,Clinical,NCCI,81001,Urnls Dip Stick/Tablet Reagent Auto Microscopy,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,128,169"
United Healthcare,Clinical,NCCI,81001,Urnls Dip Stick/Tablet Reagent Auto Microscopy,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,240,085"
United Healthcare,Clinical,NCCI,81001,Urnls Dip Stick/Tablet Reagent Auto Microscopy,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,304,838"
United Healthcare,Clinical,NCCI,81001,Urnls Dip Stick/Tablet Reagent Auto Microscopy,Q4,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,623,250"
United Healthcare,Clinical,NCCI,84100,Assay Of Phosphorus Inorganic,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,569,999"
United Healthcare,Clinical,NCCI,76000,Fluoroscopy Up To 1 Hour Physician/Qhp Time,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,895,712"
United Healthcare,Clinical,NCCI,76000,Fluoroscopy Up To 1 Hour Physician/Qhp Time,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,692,716"
United Healthcare,Clinical,NCCI,76706,Us Abdominal Aorta Real Time Screen Study Aaa,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,393,982"
United Healthcare,Clinical,NCCI,93298,REM INTERROG SCRMS <30 D PHYS/QHP,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,279,367"
United Healthcare,Clinical,NCCI,51798,Meas Post-Voiding Residual Urine&/Bladder Cap,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,435,233"
United Healthcare,Clinical,NCCI,82248,Bilirubin Direct,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,266,454"
United Healthcare,Clinical,NCCI,89050,Cell Count Miscellaneous Body Fluids,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,572,126"
United Healthcare,Clinical,NCCI,84295,Sodium Serum Plasma Or Whole Blood,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,120,684"
United Healthcare,Clinical,NCCI,84295,Sodium Serum Plasma Or Whole Blood,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,622,620"
United Healthcare,Clinical,NCCI,80061,Lipid Panel,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,215,482"
United Healthcare,Clinical,NCCI,80061,Lipid Panel,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,997,516"
United Healthcare,Clinical,NCCI,83516,Immunoassay Analyte Qual/Semiqual Multiple Step,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,571,088"
United Healthcare,Clinical,NCCI,83516,Immunoassay Analyte Qual/Semiqual Multiple Step,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,114,059"
United Healthcare,Clinical,NCCI,92012,Ophth Medical Xm&Eval Intermediate Estab Pt,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,493,738"
United Healthcare,Clinical,NCCI,83036,Hemoglobin Glycosylated A1C,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,466,041"
United Healthcare,Clinical,NCCI,83036,Hemoglobin Glycosylated A1C,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,486,732"
United Healthcare,Clinical,NCCI,84450,Transferase Aspartate Amino Ast Sgot,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,145,574"
United Healthcare,Clinical,NCCI,84450,Transferase Aspartate Amino Ast Sgot,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,650,404"
United Healthcare,Clinical,NCCI,84460,Transferase Alanine Amino Alt Sgpt,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,020,122"
United Healthcare,Clinical,NCCI,84460,Transferase Alanine Amino Alt Sgpt,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,855,539"
United Healthcare,Clinical,NCCI,84075,Assay Of Phosphatase Alkaline,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,131,792"
United Healthcare,Clinical,NCCI,84075,Assay Of Phosphatase Alkaline,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,043,168"
United Healthcare,Clinical,NCCI,G6002,Stereoscopic x-ray guidance,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,233,611"
United Healthcare,Clinical,NCCI,P9604,One-way allow prorated trip,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,778,784"
United Healthcare,Clinical,NCCI,64494,Njx Dx/Ther Agt Pvrt Facet Jt Lmbr/Sac 2Nd Level,50,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,178,255"
United Healthcare,Clinical,NCCI,84156,Protein Total Xcpt Refractometry Urine,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,346,424"
United Healthcare,Clinical,NCCI,84156,Protein Total Xcpt Refractometry Urine,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,013,950"
United Healthcare,Clinical,NCCI,93325,Dop Echocard Color Flow Velocity Mapping,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,324,924"
United Healthcare,Clinical,NCCI,93325,Dop Echocard Color Flow Velocity Mapping,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,042,202"
United Healthcare,Clinical,NCCI,93325,Dop Echocard Color Flow Velocity Mapping,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,995,160"
United Healthcare,Clinical,NCCI,81513,NFCT DS BACTERAL VAGINOSIS RNA VAGINAL-FLUID ALG,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,431,034"
United Healthcare,Clinical,NCCI,97018,Appl Modality 1/> Areas Paraffin Bath,GO,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,353,835"
United Healthcare,Clinical,NCCI,97018,Appl Modality 1/> Areas Paraffin Bath,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,753,212"
United Healthcare,Clinical,NCCI,97018,Appl Modality 1/> Areas Paraffin Bath,GO,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,803,358"
United Healthcare,Clinical,NCCI,31525,Laryngoscopy W/Wo Tracheoscopy Dx Except Newborn,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,469,935"
United Healthcare,Clinical,NCCI,85014,Blood Count Hematocrit,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,498,516"
United Healthcare,Clinical,NCCI,82948,Glucose Blood Reagent Strip,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,394,504"
United Healthcare,Clinical,NCCI,87075,Culture Bacterial Any Source Anaerobic Iso&Id,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,545,940"
United Healthcare,Clinical,NCCI,87088,Culture Bct Isol&Prsmptv Id Isolate Ea Urine,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,547,425"
United Healthcare,Clinical,NCCI,85013,Blood Count Spun Microhematocrit,Q4,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,761,505"
United Healthcare,Clinical,NCCI,87045,Cul Bact Stool Aerobic Isol Salmonella&Shigell,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,963,987"
United Healthcare,Clinical,NCCI,11056,Paring/Cutting Benign Hyperkeratotic Lesion 2-4,Q8,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,214,424"
United Healthcare,Clinical,NCCI,82553,Creatine Kinase Mb Fraction Only,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,274,662"
United Healthcare,Clinical,NCCI,93246,EXTERNAL ECG REC>7D<15D RECORDING,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,562,966"
United Healthcare,Clinical,NCCI,83090,Assay Of Homocysteine,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,310,342"
United Healthcare,Clinical,NCCI,80051,Electrolyte Panel,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,589,737"
United Healthcare,Clinical,NCCI,80051,Electrolyte Panel,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,202,917"
United Healthcare,Clinical,NCCI,82435,Chloride Bld,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,273,837"
United Healthcare,Clinical,NCCI,87538,Iadna Hiv-2 Amplified Probe & Reverse Transcripj,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,546,484"
United Healthcare,Clinical,NCCI,87641,Iadna S Aureus Methicillin Resist Amp Probe Tq,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,322,007"
United Healthcare,Clinical,NCCI,87556,Iadna Mycobacteria Tuberculosis Amp Prb,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,671,477"
United Healthcare,Clinical,NCCI,85048,Blood Count Leukocyte Wbc Automated,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,629,259"
United Healthcare,Clinical,NCCI,82803,Blood Gases Any Combination Ph Pco2 Po2 Co2 Hco3,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,442,496"
United Healthcare,Clinical,NCCI,97022,Application Modality 1/> Areas Whirlpool,GP,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,915,213"
United Healthcare,Clinical,NCCI,85732,Thromboplastin Time Prtl Substit Plasma Frctj Ea,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,996,199"
United Healthcare,Clinical,NCCI,82374,Carbon Dioxide Bicarbonate,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,609,854"
United Healthcare,Clinical,NCCI,96146,PSYCL/NRPSYCL TST ELEC PLATFORM AUTO RESULT,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,946,968"
United Healthcare,Clinical,NCCI,J1644,Inj heparin sodium per 1000u,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,161,388"
United Healthcare,Clinical,NCCI,J1642,Inj heparin sodium per 10 u,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,999,798"
United Healthcare,Clinical,NCCI,J2001,Lidocaine injection,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,553,183"
United Healthcare,Clinical,NCCI,J2001,Lidocaine injection,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,272,108"
Aetna,Clinical,NCCI,11104,PUNCH BIOPSY SKIN SINGLE LESION,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,957,951"
Aetna,Clinical,NCCI,11104,PUNCH BIOPSY SKIN SINGLE LESION,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,711,566"
Aetna,Clinical,NCCI,11104,PUNCH BIOPSY SKIN SINGLE LESION,GC,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,763,466"
Aetna,Clinical,NCCI,11104,PUNCH BIOPSY SKIN SINGLE LESION,GC,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,820,197"
Aetna,Clinical,NCCI,11104,PUNCH BIOPSY SKIN SINGLE LESION,GC,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,127,824"
Aetna,Clinical,NCCI,11104,PUNCH BIOPSY SKIN SINGLE LESION,51,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,047,578"
